kalfirvach,concepto,pos,categoria,ipa,lengua_origen,raiz_original
shindat,diente muela,noun,Anatomia Y Cuerpo,/ˈʃin.dat/,Egipcio Demótico / Sánscrito Védico / Griego Koiné,"siny ""diente, muela"" (Egi) / दन्त danta ""diente"" (Skt) / ὀδούς odous ""diente"" (Gr, stem ὀδοντ-)"
shiral,cabeza,noun,Anatomia Y Cuerpo,/ˈʃi.ral/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"शिरस् śiras ""cabeza"" (Skt) / κεφαλή kephalē ""cabeza"" (Gr) / رَأْس raʾs ""cabeza"" (Ar)"
shirinkar,cuerno,noun,Anatomia Y Cuerpo,/ʃiˈrin.kar/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"शृङ्ग śṛṅga ""cuerno"" (Skt) / κέρας keras ""cuerno"" (Gr) / قَرْن qarn ""cuerno"" (Ar)"
tarsar,músculo,noun,Anatomia Y Cuerpo,/ˈtar.sar/,Griego Koiné / Persa Avéstico,tarsos 'superficie carnosa' + sar 'carne'
tenon,tendón,noun,Anatomia Y Cuerpo,/ˈte.non/,Griego Koiné / Egipcio Demótico,τένων (tenōn) 'tendón' / mrw.t 'tendón'
thrix,vello corporal,noun,Anatomia Y Cuerpo,/ˈθrix/,Griego Koiné / Egipcio Demótico,θρίξ (thrix) 'pelo' / snn 'pelo'
udara,vientre/barriga,noun,Anatomia Y Cuerpo,/ˈu.da.ra/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"उदर udara ""vientre"" (Skt) / udara- ""vientre"" (Pers) / κοιλία koilía ""vientre, intestino"" (Gr)"
uras,pecho/seno,noun,Anatomia Y Cuerpo,/ˈu.ras/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"उरस् uras ""pecho"" (Skt) / varəd- ""pecho"" (Pers) / θώραξ thō̂rax ""pecho, tórax"" (Gr)"
yakirab,higado,noun,Anatomia Y Cuerpo,/ˈja.ki.rab/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"यकृत् yakṛt ""hígado"" (Skt) / ἧπαρ hēpar ""hígado"" (Gr) / كَبِد kabid ""hígado"" (Ar)"
yangak,pierna,noun,Anatomia Y Cuerpo,/ˈjan.gak/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"जङ्घा jaṅghā ""pierna"" (Skt) / σκέλος skelos ""pierna"" (Gr) / سَاق sāq ""pierna"" (Ar /q/→/k/)"
yanub,rodilla,noun,Anatomia Y Cuerpo,/ˈja.nub/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"जानु jānu ""rodilla"" (Skt) / γόνυ gony ""rodilla"" (Gr) / رُكْبَة rukba ""rodilla"" (Ar)"
yihwa,lengua (organo),noun,Anatomia Y Cuerpo,/ˈjih.wa/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"जिह्वा jihvā ""lengua"" (Skt) / hizua- ""lengua"" (Pers) / γλῶσσα glôssa ""lengua"" (Gr)"
zanakh,mentón/barbilla,noun,Anatomia Y Cuerpo,/ˈza.nax/,Egipcio Demótico / Sánscrito Védico / Árabe esotérico,"znẖ ""mentón, barbilla"" (Egi) / हनु hanu ""mandíbula"" (Skt) / ذَقْن ḏaqn ""mentón, barbilla"" (Ar /ð/→/z/)"
om,hombro,noun,Anatomia Y Cuerpo,/ˈom/,Griego koiné,ōmos 'hombro'
muk,"boca, palabra emitida, comando verbal (raíz)",noun,Anatomia Y Cuerpo,/ˈmuk/,Sánscrito Védico / Persa Avéstico / Egipcio Demótico,"मुख mukha ""boca, rostro"" (Skt) / 𐬨𐬎𐬑 muḫ ""boca"" (Av) / rʀ(?) mdw ""habla, palabra"" → /muk/ (Eg, reducción)"
hanesedim,audición,noun,Anatomia Y Cuerpo,/ha.ne.ˈse.dim/,Ancient Greek / Arabic / Persian / Sanskrit,Sanskrit: श्रवणम् (śravaṇam) / Persian: شنیدن (šenīdan) / Arabic: سَمْع (samʿ) / Ancient Greek: ἄκουσις (akousis)
adwōm,comer,verb,Verbos Basicos,/ˈad.woːm/,Sánscrito Védico / Copto Sahídico / Árabe esotérico,"अद् ad ""comer"" (Skt) / ⲟⲩⲱⲙ ouōm ""comer"" (Cop) / أكل akl ""comida, comer"" (Ar)"
ajula,apresurarse,verb,Verbos Basicos,/ˈa.ju.la/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"आजुह ājuh ""apresurado, rápido"" (Skt) / عجله ajale ""prisa, urgencia"" (Pers) / σπουδή spoudḗ ""prisa, celeridad"" (Gr)"
akarsha,tirar/jalar,verb,Verbos Basicos,/ˈa.kar.ʃa/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"आकर्ष् ākarṣ ""atraer, tirar"" (Skt) / كشيدن kašidan ""tirar, jalar"" (Pers) / ἕλκω hélkō ""arrastrar, tirar"" (Gr)"
ananka,necesitar/tener que,verb,Verbos Basicos,/ˈa.nan.ka/,Griego Koiné / Persa Avéstico,"Griego ἀνάγκη (anánkē) ""necesidad, fuerza, destino, compulsión"" + Persa ناچار (nāchār) ""inevitable, sin remedio, necesidad"" → ananka (fusión: griego anánkē -> anank- + persa nāchār -> -ka por convergencia). 2 lenguas. En contexto mágico, ananka implica necesidad ritual o destino inexorable."
ayāmej,venir,verb,Verbos Basicos,/aˈjaː.mej/,Sánscrito Védico / Persa / Copto Sahídico,"आयाति āyāti ""venir, llegar"" (Skt) / آمدن āmadan ""venir"" (Pers) / ⲉⲓ ei ""venir"" (Cop)"
baga,rajar/dividir,verb,Verbos Basicos,/ˈba.ga/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"भज् bhaj ""dividir, partir"" (Skt) / bag- ""dividir"" (Pers) / τέμνω témnō ""cortar, rajar"" (Gr)"
baklē,advertir,verb,Verbos Basicos,/ˈba.kleː/,Griego Koiné / Egipcio Demótico / Persa Avéstico,τιμ- / rḫ / khwāstan
banda,atar/amarrar,verb,Verbos Basicos,/ˈban.da/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"बन्ध् bandh ""atar, ligar"" (Skt) / band- ""atar"" (Pers) / συνδέω syndéō ""atar juntos"" (Gr)"
barza,cruzar,verb,Verbos Basicos,/ˈbar.za/,Persa Avéstico / Árabe esotérico,"bar ""a traves, sobre"" / ʿabra ""travesia, cruce"""
bas,parar,verb,Verbos Basicos,/ˈbas/,Tibetano Clásico / Árabe esotérico / Egipcio Demótico,ཤེས་ / حفظ / ḏd
baya,temer/tener miedo,verb,Verbos Basicos,/ˈba.ja/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"भय bhaya ""miedo"" (Skt) / baya- ""miedo, temor"" (Pers) / φοβέομαι phobéomai ""temer, tener miedo"" (Gr)"
bepēp,pulir,verb,Verbos Basicos,/ˈbe.peːp/,Griego Koiné / Egipcio Demótico / Persa Avéstico,τιμ- / dbḥ / āfarīdan
bechke,visualizar,verb,Verbos Basicos,/ˈbetʃ.ke/,Sánscrito Védico / Árabe esotérico / Griego Koiné,स्था / نور / ποι-
biūl,crecer,verb,Verbos Basicos,/ˈbi.uːl/,Egipcio Demótico / Árabe esotérico / Persa Avéstico,mrj / قطع / āfarīdan
byal,decidir,verb,Verbos Basicos,/ˈbjal/,Persa Avéstico / Árabe esotérico / Griego Koiné,kardan / نور / κιν-
byokh,sonreír,verb,Verbos Basicos,/ˈbjox/,Sánscrito Védico / Griego Koiné / Egipcio Demótico,विश् / μέν- / ḥwj
bīk,tallar,verb,Verbos Basicos,/ˈbiːk/,Tibetano Clásico / Árabe esotérico / Egipcio Demótico,སྒྲུབ་ / بسط / ꜥnḫ
būkhō,hornear,verb,Verbos Basicos,/ˈbuː.xoː/,Egipcio Demótico / Árabe esotérico / Persa Avéstico,mrj / قطع / dādan
bēch,fermentar,verb,Verbos Basicos,/ˈbeːtʃ/,Sánscrito Védico / Griego Koiné / Egipcio Demótico,गम् / κιν- / ꜥnḫ
bīchūp,cosechar,verb,Verbos Basicos,/ˈbiː.tʃuːp/,Sánscrito Védico / Árabe esotérico / Griego Koiné,रुध् / علم / δύν-
dakhal,entrar,verb,Verbos Basicos,/ˈda.xal/,Árabe esotérico / Persa Avéstico,"dakhala ""entrar"" / dar ""puerta, adentro"""
dankād,morder,verb,Verbos Basicos,/danˈkaːd/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"दंश daṃśa ""mordedura, morder"" (Skt) / δάκνω daknō ""morder"" (Gr) / عض ʿaḍḍ ""morder"" (Ar)"
dapzaī,permitir,verb,Verbos Basicos,/ˈdap.za.iː/,Tibetano Clásico / Griego Koiné / Persa Avéstico,གཟིགས་ / φέρ- / kardan
dara,sostener/tener,verb,Verbos Basicos,/ˈda.ra/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"धृ dhṛ ""sostener"" (Skt) / dar- ""tener, sostener"" (Pers) / δράω dráō ""hacer, actuar, sostener"" (Gr)"
datō,dar,verb,Verbos Basicos,/daˈtoː/,Sánscrito Védico / Copto Sahídico / Griego Koiné,"दा dā ""dar"" (Skt) / ϯ ti ""dar"" (Cop) / δίδωμι didōmi ""dar"" (Gr)"
delwus,impedir,verb,Verbos Basicos,/ˈde.lwus/,Sánscrito Védico / Griego Koiné / Egipcio Demótico,वच् / φαν- / ḥꜣj
deya,deber/tener obligación,verb,Verbos Basicos,/ˈde.ja/,Griego Koiné / Egipcio Demótico,"Griego δεῖ (dei) ""es necesario, debe, hay que"" (verbo impersonal) + Egipcio ḏd (dyed) ""decir, mandar, ordenar"" (relacionado con deber prescrito) + Sánscrito √dhṛ (dhar) ""sostener, deber, obligación"" → deya (fusión tripartita: de- + -ya por contracción). 3 lenguas. En contexto ritual, deya implica obligación cósmica, no solo moral."
dech,planificar,verb,Verbos Basicos,/ˈdetʃ/,Sánscrito Védico / Griego Koiné / Egipcio Demótico,विश् / τιμ- / sḫr
dhawtar,correr,verb,Verbos Basicos,/ˈðaw.tar/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"धाव dhāva ""correr, fluir"" (Skt) / τρέχω trekhō ""correr"" (Gr) / جرى jarā ""correr"" (Ar)"
dirid,ver,verb,Verbos Basicos,/ˈdi.rid/,Sánscrito Védico / Griego Koiné / Persa,"दृश् dṛś ""ver"" (Skt) / δέρκομαι derkomai ""ver claramente"" (Gr) / دیدن dīdan ""ver"" (Pers)"
duhna,comenzar,verb,Verbos Basicos,/ˈduh.na/,Griego Koiné / Egipcio Demótico / Persa Avéstico,ἐργ- / ꜥnḫ / khwāstan
dun,"dar, ofrecer, entregar",verb,Verbos Basicos,/ˈdun/,Sánscrito Védico / Egipcio Demótico / Griego Koiné,"दा dā ""dar, ofrecer"" (Skt) / rdj ""dar"" (Eg) / δίδωμι didōmi ""dar"" (Gr)"
duna,poder/tener capacidad,verb,Verbos Basicos,/ˈdu.na/,Griego Koiné / Persa Avéstico,"Griego δύναμαι (dýnamai) ""poder, ser capaz, tener fuerza para"" + Persa توان (tavān) ""poder, capacidad, fuerza"" → duna (fusión: griego dyna- + persa tavān -> duna, con pérdida de /v/ y /ān/->/a/). 2 lenguas. En contexto ritual, duna implica poder mágico de efectuar cambios en la realidad, no solo capacidad física."
dēk,crear,verb,Verbos Basicos,/ˈdeːk/,Sánscrito Védico / Árabe esotérico / Griego Koiné,वच् / نهي / εἰδ-
dārchē,forzar,verb,Verbos Basicos,/ˈdaːr.tʃeː/,Tibetano Clásico / Persa Avéstico / Egipcio Demótico,སྤྲུལ་ / khwāstan / wꜥb
dzehmi,encoger,verb,Verbos Basicos,/ˈʣeh.mi/,Persa Avéstico / Árabe esotérico / Griego Koiné,afrōkhtan / جعل / πράττ-
dziywū,agradecer,verb,Verbos Basicos,/ˈʣij.wuː/,Sánscrito Védico / Griego Koiné / Egipcio Demótico,रुध् / ῥέ- / qꜣj
dzun,forjar,verb,Verbos Basicos,/ˈʣun/,Sánscrito Védico / Griego Koiné / Egipcio Demótico,वृध् / ἐργ- / ḏd
dzutāp,tratar,verb,Verbos Basicos,/ˈʣu.taːp/,Tibetano Clásico / Griego Koiné / Sánscrito Védico,སྤྲུལ་ / μνη- / धा
dzyūnā,contraer,verb,Verbos Basicos,/ˈʣjuː.naː/,Egipcio Demótico / Árabe esotérico / Persa Avéstico,msj / نور / afrōkhtan
dzālo,sincronizar,verb,Verbos Basicos,/ˈʣaː.lo/,Sánscrito Védico / Árabe esotérico / Griego Koiné,कृ / قطع / τιμ-
dzēzēp,rasgar,verb,Verbos Basicos,/ˈʣeː.zeːp/,Griego Koiné / Egipcio Demótico / Persa Avéstico,λύ- / ꜥnḫ / goftan
ekhra,salir,verb,Verbos Basicos,/ˈe.xra/,Griego Koiné / Egipcio Demótico,"exérchomai ""salir"" / pr ""salir, emerger"""
fap,plegar,verb,Verbos Basicos,/ˈfap/,Sánscrito Védico / Árabe esotérico / Griego Koiné,दा / بسط / λύ-
fasī,investigar,verb,Verbos Basicos,/ˈfa.siː/,Egipcio Demótico / Árabe esotérico / Persa Avéstico,wšb / محو / āmūkhtan
fatshē,posponer,verb,Verbos Basicos,/ˈfa.tʃeː/,Tibetano Clásico / Persa Avéstico / Egipcio Demótico,དཔེར་ / dādan / rḫ
fes,observar,verb,Verbos Basicos,/ˈfes/,Sánscrito Védico / Griego Koiné / Egipcio Demótico,सृ / λύ- / ḥtp
fira,huir/escapar,verb,Verbos Basicos,/ˈfi.ra/,Griego Koiné / Árabe esotérico,"pheúgō ""huir, escapar"" / fārra ""huir"""
fitha,celebrar,verb,Verbos Basicos,/ˈfi.θa/,Griego Koiné / Egipcio Demótico / Persa Avéstico,δύν- / wꜥb / goftan
fiywo,practicar,verb,Verbos Basicos,/ˈfij.wo/,Sánscrito Védico / Persa Avéstico / Egipcio Demótico,श्रु / bīkhtan / jrj
fusīd,soplar,verb,Verbos Basicos,/ˈfu.siːd/,Sánscrito Védico / Griego Koiné / Persa,"फूत्कार phūtkāra ""soplar"" (Skt) / φυσάω physaō ""soplar"" (Gr) / وزیدن vazīdan ""soplar el viento"" (Pers)"
fīkhā,despedir,verb,Verbos Basicos,/ˈfiː.xaː/,Griego Koiné / Egipcio Demótico / Persa Avéstico,πνέ- / wšb / kardan
fūmkē,transformar,verb,Verbos Basicos,/ˈfuːm.keː/,Persa Avéstico / Árabe esotérico / Griego Koiné,rasīdan / ثبت / τιμ-
fāp,arriesgar,verb,Verbos Basicos,/ˈfaːp/,Sánscrito Védico / Árabe esotérico / Griego Koiné,श्रु / غلق / λαμβάν-
fēu,enseñar,verb,Verbos Basicos,/ˈfeː.u/,Griego Koiné / Egipcio Demótico / Persa Avéstico,τιμ- / ḥtp / bordan
fōchbō,desplegar,verb,Verbos Basicos,/ˈfoːtʃ.boː/,Persa Avéstico / Árabe esotérico / Griego Koiné,dāshtan / فعل / γεν-
gana,contar,verb,Verbos Basicos,/ˈga.na/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"गण् gaṇ ""contar, enumerar"" (Skt) / شمردن šomordan ""contar"" (Pers) / λέγω légō ""contar, enumerar, decir"" (Gr)"
garda,rodar,verb,Verbos Basicos,/ˈgar.da/,Persa Avéstico / Griego Koiné,"gard ""girar, rodar"" / kyklos ""circulo, rueda"""
gashgī,hacer,verb,Verbos Basicos,/ˈgaʃ.giː/,Griego Koiné / Egipcio Demótico / Persa Avéstico,λύ- / rdj / bīkhtan
gaynā,cantar,verb,Verbos Basicos,/ˈgaj.naː/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"गायति gāyati ""canta, cantar"" (Skt) / ᾠδή ōidē ""canto, canción"" (Gr) / غِنَاء ghināʾ ""canto, música"" (Ar)"
gachad,caminar/andar,verb,Verbos Basicos,/ˈga.tʃad/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"गच्छति gacchati ""va, camina"" (Skt) / βαδίζω badizō ""caminar"" (Gr) / مَشَى mashā ""caminar, andar"" (Ar)"
gnotha,saber (cómo) / tener conocimiento,verb,Verbos Basicos,/ˈgno.θa/,Griego Koiné / Egipcio Demótico,"Griego γιγνώσκω (gignṓskō) ""saber, conocer, reconocer, saber cómo"" + Egipcio rḫ (rek) ""saber, conocer, tener conocimiento"" → gnotha (fusión: griego gno- + egipcio rḫ -> -tha). 2 lenguas. No duplica a yana ""saber hechos/conocer"" (epistémico), sino que codifica saber procedimental: ""saber cómo hacer""."
gomēch,romper,verb,Verbos Basicos,/ˈgo.meːtʃ/,Tibetano Clásico / Griego Koiné / Sánscrito Védico,བྱེད་ / λαμβάν- / तन्
gīkhe,imaginar,verb,Verbos Basicos,/ˈgiː.xe/,Griego Koiné / Egipcio Demótico / Persa Avéstico,ἐργ- / ḏd / dōkhtan
gūp,comerciar,verb,Verbos Basicos,/ˈguːp/,Tibetano Clásico / Persa Avéstico / Egipcio Demótico,རིག་ / āmūkhtan / wšb
gīra,desafiar,verb,Verbos Basicos,/ˈgiː.ra/,Tibetano Clásico / Árabe esotérico / Egipcio Demótico,དཔྱད་ / قطع / rḫ
gharam,oler,verb,Verbos Basicos,/ˈgʱa.ram/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"घ्रा ghrā ""oler"" (Skt) / ὀσμή osmē ""olor"" (Gr) / شَمّ shamm ""oler"" (Ar)"
gharka,hundirse/sumergirse,verb,Verbos Basicos,/ˈɣar.ka/,Árabe esotérico / Griego Koiné,"gharq ""sumergirse, hundirse"" / kato ""abajo"""
gharsha,frotar/estregar,verb,Verbos Basicos,/ˈɣar.ʃa/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"घृष् ghṛṣ ""frotar"" (Skt) / مالیدن mālidan ""frotar"" (Pers) / τρίβω tríbō ""frotar, restregar"" (Gr)"
ghip,saludar,verb,Verbos Basicos,/ˈɣip/,Sánscrito Védico / Griego Koiné / Egipcio Demótico,सृज् / φύ- / wšb
ghyefu,esperar,verb,Verbos Basicos,/ˈɣje.fu/,Tibetano Clásico / Persa Avéstico / Egipcio Demótico,བཀོལ་ / sākhtan / wšb
ghyupu,airear,verb,Verbos Basicos,/ˈɣju.pu/,Egipcio Demótico / Árabe esotérico / Persa Avéstico,dbḥ / عقد / dōkhtan
ghētāk,desatar,verb,Verbos Basicos,/ˈɣeː.taːk/,Egipcio Demótico / Árabe esotérico / Persa Avéstico,ḏd / علم / bordan
hadzya,luchar,verb,Verbos Basicos,/ˈha.ʣja/,Persa Avéstico / Árabe esotérico / Griego Koiné,kardan / فتح / κοσμ-
halasa,soltar/dejar ir,verb,Verbos Basicos,/ˈha.la.sa/,Árabe esotérico / Griego Koiné,"ḥall ""soltar, liberar"" / lysis ""soltura, liberacion"""
hamila,llevar/transportar,verb,Verbos Basicos,/ˈha.mi.la/,Árabe esotérico / Griego Koiné,"ḥamala ""llevar, cargar"" / homos ""junto, carga"""
hankōt,matar,verb,Verbos Basicos,/hanˈkoːt/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"हन् han ""matar"" (Skt) / κτείνω kteinō ""matar"" (Gr) / قتل qatl ""muerte, matar"" (Ar)"
hap,fallar,verb,Verbos Basicos,/ˈhap/,Persa Avéstico / Árabe esotérico / Griego Koiné,afrōkhtan / علم / μέν-
hasɡik,reir,verb,Verbos Basicos,/hasˈɡik/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"हस् has ""reír"" (Skt) / γελάω geláō ""reír"" (Gr) / ضحك ḍaḥik ""risa"" (Ar)"
herpa,arrastrarse,verb,Verbos Basicos,/ˈher.pa/,Griego Koiné / Persa Avéstico,"hérpō ""arrastrarse, reptar"" / xaz- ""arrastrarse, gatear"""
hidi,moldear,verb,Verbos Basicos,/ˈhi.di/,Persa Avéstico / Árabe esotérico / Griego Koiné,shukuftan / نفع / μέν-
hofē,brillar,verb,Verbos Basicos,/ˈho.feː/,Tibetano Clásico / Griego Koiné / Sánscrito Védico,སྐྱེ་ / τιμ- / दृश्
hukhūh,mirar fijo,verb,Verbos Basicos,/ˈhu.xuːh/,Persa Avéstico / Árabe esotérico / Griego Koiné,rasīdan / حفظ / ἐργ-
hādu,tomar prestado,verb,Verbos Basicos,/ˈhaː.du/,Tibetano Clásico / Persa Avéstico / Egipcio Demótico,གསོ་ / khwāstan / qꜣj
hēfo,retorcer,verb,Verbos Basicos,/ˈheː.fo/,Tibetano Clásico / Persa Avéstico / Egipcio Demótico,གསུངས་ / dōkhtan / dbḥ
ikmīp,asomarse,verb,Verbos Basicos,/ˈik.miːp/,Griego Koiné / Egipcio Demótico / Persa Avéstico,ἔχ- / ḥwj / dāshtan
imkhō,olvidar,verb,Verbos Basicos,/ˈim.xoː/,Egipcio Demótico / Árabe esotérico / Persa Avéstico,wꜥb / ضرب / āfarīdan
ir,expandir,verb,Verbos Basicos,/ˈir/,Sánscrito Védico / Persa Avéstico / Egipcio Demótico,विद् / goftan / ḏd
irwīkh,atar,verb,Verbos Basicos,/ˈi.rwiːx/,Griego Koiné / Egipcio Demótico / Persa Avéstico,τιμ- / wšb / āfarīdan
ithi,chispear,verb,Verbos Basicos,/ˈi.θi/,Sánscrito Védico / Griego Koiné / Egipcio Demótico,स्था / λαμβάν- / wšb
ich,"querer, desear, anhelar",verb,Verbos Basicos,/ˈitʃ/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"इच्छ् icch ""desear, buscar"" (Skt) / iša- ""desear"" (Pers) / θέλω thélō ""querer, desear"" (Gr)"
ichalōš,querer/desear,verb,Verbos Basicos,/ˈi.tʃa.loːʃ/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"इच्छा icchā ""deseo, querer"" (Skt) / θέλω thelō ""querer, desear"" (Gr) / شاء shā'a ""querer, desear"" (Ar)"
kadhā,sollozar,verb,Verbos Basicos,/ˈka.ðaː/,Griego Koiné / Egipcio Demótico / Persa Avéstico,λαμβάν- / wꜥb / kardan
kasha,aranhar/rascar,verb,Verbos Basicos,/ˈka.ʃa/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"कष् kaṣ ""arañar, raspar"" (Skt) / خراندن xarandan ""arañar"" (Pers) / ξύω xýō ""raspar, rasurar"" (Gr)"
kashlūs,lavar,verb,Verbos Basicos,/kaʃˈluːs/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"क्षाल् kṣāl ""lavar, limpiar"" (Skt) / πλύνω plýnō ""lavar"" (Gr) / غسل ghasal ""lavar"" (Ar)"
kashpīr,tirar/lanzar,verb,Verbos Basicos,/kaʃˈpiːr/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"क्षिप् kṣip ""tirar, lanzar"" (Skt) / ῥίπτω rhiptō ""arrojar, lanzar"" (Gr) / رمى ramā ""tirar, arrojar"" (Ar)"
katdhi,susurrar,verb,Verbos Basicos,/ˈkat.ði/,Persa Avéstico / Árabe esotérico / Griego Koiné,dāshtan / غلق / μνη-
kipta,agacharse/inclinarse,verb,Verbos Basicos,/ˈkip.ta/,Griego Koiné / Egipcio Demótico,"kýptō ""me inclino, me agacho"" / qꜣb ""doblar, inclinar"""
kirida,jugar,verb,Verbos Basicos,/ˈki.ri.da/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"क्रीड् krīḍ ""jugar, deportarse"" (Skt) / بازی bāzī ""juego"" (Pers) / παίζω paízō ""jugar"" (Gr)"
kithō,existir,verb,Verbos Basicos,/ˈki.θoː/,Tibetano Clásico / Persa Avéstico / Egipcio Demótico,སྐྱེ་ / goftan / mrj
kuntyu,lijar,verb,Verbos Basicos,/ˈkun.tju/,Egipcio Demótico / Árabe esotérico / Persa Avéstico,sḫr / محو / āfarīdan
kyēs,llorar,verb,Verbos Basicos,/ˈkjeːs/,Sánscrito Védico / Griego Koiné / Egipcio Demótico,वृत् / φαν- / dbḥ
kānyā,proponer,verb,Verbos Basicos,/ˈkaː.njaː/,Tibetano Clásico / Persa Avéstico / Egipcio Demótico,ཤེས་ / khwāstan / qꜣj
kīr,obligar,verb,Verbos Basicos,/ˈkiːr/,Sánscrito Védico / Griego Koiné / Egipcio Demótico,वृध् / ἔχ- / wšb
kāsfyō,desenvolver,verb,Verbos Basicos,/ˈkaːs.fjoː/,Sánscrito Védico / Árabe esotérico / Griego Koiné,विद् / أمر / εἰδ-
kūsh,curar,verb,Verbos Basicos,/ˈkuːʃ/,Sánscrito Védico / Griego Koiné / Egipcio Demótico,दा / ἐργ- / ḥtp
khana,cavar,verb,Verbos Basicos,/ˈxa.na/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"खन् khan ""cavar"" (Skt) / كندن kandan ""cavar"" (Pers) / σκάπτω skáptō ""cavar"" (Gr)"
khapa,esconderse/ocultarse,verb,Verbos Basicos,/ˈxa.pa/,Egipcio Demótico / Persa Avéstico,"ḫp ""esconder, ocultar"" / panhān ""oculto, escondido"""
